"","Study","Authors","Year","Source","City_Region","Country","Climate","Number_Participants","Male","Female","Age","Occupation","Anthropometric_Data","Health_Status","Clothing_Insulation","Clothing_Insulation2","Measure","Measure_Type","Metric","SA","TSLow","TSHigh","TLow","THigh","PLow","PHigh","DifT","AvgT","DifTS","AvgTS","Lamb","Hancock","Complexity","Equation"
"340","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Subsidiary numbers","Working Memory","NER","Accuracy",NA,NA,29,35,44.54,52.96,6,32,NA,NA,-3.15072593923065,"Cognitive","C","Absolute"
"341","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Subsidiary numbers","Working Memory","NER","Accuracy",NA,NA,22,29,53.21,55.38,7,25.5,NA,NA,-0.582597256154858,"Cognitive","C","Absolute"
"342","78-Be","Bell",1978,"Human Factors","Colorado","USA","Dry",144,72,72,NA,"Students","NO","NO",NA,NA,"Subsidiary numbers","Working Memory","NER","Accuracy",NA,NA,29,35,55.38,78.13,6,32,NA,NA,-6.84663536776213,"Cognitive","C","Absolute"
"343","78-Al","Allen, Fischer",1978,"Ergonomics","Washington","USA","Temperate",54,54,0,NA,"Students","NO","YES",NA,0.45,"P-A learning and retention","Short-Term Memory","SP","Accuracy",NA,NA,16.7,22.2,3.7,4.8,5.5,19.45,NA,NA,5.4054054054054,"Cognitive","C","Absolute"
"344","78-Al","Allen, Fischer",1978,"Ergonomics","Washington","USA","Temperate",54,54,0,NA,"Students","NO","YES",NA,0.45,"P-A learning and retention","Short-Term Memory","SP","Accuracy",NA,NA,22.2,27.8,4.8,2.9,5.6,25,NA,NA,-7.06845238095238,"Cognitive","C","Absolute"
"345","78-Al","Allen, Fischer",1978,"Ergonomics","Washington","USA","Temperate",54,54,0,NA,"Students","NO","YES",NA,0.45,"P-A learning and retention","Short-Term Memory","SP","Accuracy",NA,NA,27.8,33.3,2.9,2.1,5.5,30.55,NA,NA,-5.01567398119122,"Cognitive","C","Absolute"
"346","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","SC","Accuracy",-1.8,-1.6,15.6,18.3,47.55,51.125,2.7,16.95,0.2,-1.7,2.78459321571835,"Cognitive","C","Absolute"
"347","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","SC","Accuracy",-1.6,0,18.3,21.1,51.125,46.2,2.8,19.7,1.6,-0.8,-3.44044708347886,"Cognitive","C","Absolute"
"348","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","SC","Accuracy",0,0.9,21.1,23.7,46.2,37.775,2.6,22.4,0.9,0.45,-7.01381951381952,"Cognitive","C","Absolute"
"349","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","SC","Accuracy",0.9,2.2,23.7,26.7,37.775,48.125,3,25.2,1.3,1.55,9.13302448709464,"Cognitive","C","Absolute"
"350","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","NER","Accuracy",-1.8,-1.6,15.6,18.3,15.65,16.65,2.7,16.95,0.2,-1.7,-2.36658383623239,"Cognitive","C","Absolute"
"351","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","NER","Accuracy",-1.6,0,18.3,21.1,16.65,18.9,2.8,19.7,1.6,-0.8,-4.82625482625483,"Cognitive","C","Absolute"
"352","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","NER","Accuracy",0,0.9,21.1,23.7,18.9,17.175,2.6,22.4,0.9,0.45,3.51037851037851,"Cognitive","C","Absolute"
"353","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Auditory inspection","Working Memory","NER","Accuracy",0.9,2.2,23.7,26.7,17.175,20.525,3,25.2,1.3,1.55,-6.50169820475497,"Cognitive","C","Absolute"
"354","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Visual tracking","Visual Motor Tracking","SC","Accuracy",-1.8,-1.6,15.6,18.3,252.55,242.3,2.7,16.95,0.2,-1.7,-1.50318602110326,"Psychomotor","S","Absolute"
"355","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Visual tracking","Visual Motor Tracking","SC","Accuracy",-1.6,0,18.3,21.1,245.675,252.55,2.8,19.7,1.6,-0.8,0.99943304888863,"Psychomotor","S","Absolute"
"356","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Visual tracking","Visual Motor Tracking","SC","Accuracy",0,0.9,21.1,23.7,194.95,245.675,2.6,22.4,0.9,0.45,10.007496991339,"Psychomotor","S","Absolute"
"357","71-Gr","Griffiths, Boyce",1971,"Ergonomics","England","UK","Temperate",50,50,0,NA,"Research officers","NO","NO",NA,0.43,"Visual tracking","Visual Motor Tracking","SC","Accuracy",0.9,2.2,23.7,26.7,233,194.95,3,25.2,1.3,1.55,-5.44349070100143,"Psychomotor","S","Absolute"
"358","62-Gi","Givoni, Rim",1962,"Ergonomics","Haifa","Israel","Temperate",4,NA,NA,NA,"Students","NO","NO",NA,NA,"Multiplication","Mathematical Reasoning","NER","Accuracy",NA,NA,24.6,27.9,8,7,3.3,26.25,NA,NA,3.78787878787879,"Cognitive","C","Absolute"
"359","62-Gi","Givoni, Rim",1962,"Ergonomics","Haifa","Israel","Temperate",4,NA,NA,NA,"Students","NO","NO",NA,NA,"Multiplication","Mathematical Reasoning","NER","Accuracy",NA,NA,27.9,34.3,7,6.5,6.4,31.1,NA,NA,1.11607142857143,"Cognitive","C","Absolute"
"360","58-Ch.1","Chiles",1962,"Ergonomics","Ohio","USA","Continental",11,11,0,NA,"Students","NO","NO",NA,0.08,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,29.4,32.2,37.7,34.6,2.8,30.8,NA,NA,2.93671845395983,"Perceptual","S","Absolute"
"361","58-Ch.1","Chiles",1962,"Ergonomics","Ohio","USA","Continental",11,11,0,NA,"Students","NO","NO",NA,0.08,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,32.2,35,34.6,37.1,2.8,33.6,NA,NA,-2.58051197357556,"Perceptual","S","Absolute"
"362","58-Ch.1","Chiles",1962,"Ergonomics","Ohio","USA","Continental",11,11,0,NA,"Students","NO","NO",NA,0.08,"High speed decision taking","Visual Searching","NER","Accuracy",NA,NA,29.4,32.2,10,10.4,2.8,30.8,NA,NA,-1.42857142857143,"Perceptual","S","Absolute"
"363","58-Ch.1","Chiles",1962,"Ergonomics","Ohio","USA","Continental",11,11,0,NA,"Students","NO","NO",NA,0.08,"High speed decision taking","Visual Searching","NER","Accuracy",NA,NA,32.2,35,10.4,11.3,2.8,33.6,NA,NA,-3.09065934065934,"Perceptual","S","Absolute"
"364","58-Ch.2","Chiles",1958,"Ergonomics","Ohio","USA","Continental",10,10,0,NA,"Students","NO","NO",NA,0.08,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,29.4,32.2,29.6,29.8,2.8,30.8,NA,NA,-0.24131274131274,"Perceptual","S","Absolute"
"365","58-Ch.2","Chiles",1958,"Ergonomics","Ohio","USA","Continental",10,10,0,NA,"Students","NO","NO",NA,0.08,"High speed decision taking","Visual Searching","NER","Accuracy",NA,NA,29.4,32.2,6.6,5.5,2.8,30.8,NA,NA,5.95238095238094,"Perceptual","S","Absolute"
"366","58-Pe.1","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",16,NA,NA,NA,"Soldiers","NO","YES",NA,0.14,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,23.9,29.4,179,180,5.5,26.65,NA,NA,0.101574403250381,"Psychomotor","S","Absolute"
"367","58-Pe.1","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",16,NA,NA,NA,"Soldiers","NO","YES",NA,0.14,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,29.4,33.9,180,231,4.5,31.65,NA,NA,6.2962962962963,"Psychomotor","S","Absolute"
"368","58-Pe.2","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",32,NA,NA,NA,"Soldiers","NO","YES",NA,0.14,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,23.9,29.4,115,113,5.5,26.65,NA,NA,-0.316205533596838,"Psychomotor","S","Absolute"
"369","58-Pe.2","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",32,NA,NA,NA,"Soldiers","NO","YES",NA,0.14,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,29.4,33.9,113,118,4.5,31.65,NA,NA,0.983284169124877,"Psychomotor","S","Absolute"
"370","58-Pe.2","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",32,NA,NA,NA,"Soldiers","NO","YES",NA,0.14,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,23.9,29.4,113,122,5.5,26.65,NA,NA,1.44810941271118,"Psychomotor","S","Absolute"
"371","58-Pe.2","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",32,NA,NA,NA,"Soldiers","NO","YES",NA,0.14,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,29.4,33.9,122,120,4.5,31.65,NA,NA,-0.364298724954463,"Psychomotor","S","Absolute"
"372","58-Pe.3","Pepler",1958,"Ergonomics","Singapore","Singapore","Tropical",8,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"Visual watch-keeping","Sustained Attention","SC","Accuracy",NA,NA,23.9,32.2,13.5,9.4,8.3,28.05,NA,NA,-3.6590807675145,"Psychomotor","S","Absolute"
"373","58-Pe.4","Pepler",1959,"Ergonomics","Singapore","Singapore","Tropical",24,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,29.4,32.2,23.6,20.1,2.8,30.8,NA,NA,5.29661016949152,"Perceptual","S","Absolute"
"374","58-Pe.4","Pepler",1959,"Ergonomics","Singapore","Singapore","Tropical",24,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,32.2,35,20.1,22.2,2.8,33.6,NA,NA,-3.73134328358209,"Perceptual","S","Absolute"
"375","58-Pe.4","Pepler",1959,"Ergonomics","Singapore","Singapore","Tropical",24,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,29.4,32.2,37.2,35.5,2.8,30.8,NA,NA,1.6321044546851,"Perceptual","S","Absolute"
"376","58-Pe.4","Pepler",1959,"Ergonomics","Singapore","Singapore","Tropical",24,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,32.2,35,35.5,35,2.8,33.6,NA,NA,0.503018108651912,"Perceptual","S","Absolute"
"377","58-Pe.4","Pepler",1959,"Ergonomics","Singapore","Singapore","Tropical",24,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,29.4,32.2,54.4,53.7,2.8,30.8,NA,NA,0.459558823529408,"Perceptual","S","Absolute"
"378","58-Pe.4","Pepler",1959,"Ergonomics","Singapore","Singapore","Tropical",24,NA,NA,NA,"Soldiers","NO","NO",NA,0.14,"High speed decision taking","Visual Searching","MI","Accuracy",NA,NA,32.2,35,53.7,54.5,2.8,33.6,NA,NA,-0.532056397978184,"Perceptual","S","Absolute"
"379","54-Te","Teichner, Wehrkamp",1954,"Journal of Experimental Psychology","Massachusetts","USA","Temperate",30,30,0,NA,"Soldiers","NO","NO",NA,0.54,"Pursuit rotor","Visual Motor Tracking","SC","Accuracy",NA,NA,21.5,29.4,6.31,6.03,7.9,25.45,NA,NA,-0.561696322895142,"Psychomotor","S","Absolute"
"380","46-Ma","Mackworth",1946,"British Journal of Industrial Medicine","Cambridge","UK","Temperate",11,11,0,NA,"Wireless telegraphy operators","NO","YES",NA,0.14,"Morse messages","Simulated Work","NER","Accuracy",NA,NA,29.4,32.2,12,11.5,2.8,30.8,NA,NA,1.48809523809524,"Cognitive","C","Absolute"
"381","46-Ma","Mackworth",1946,"British Journal of Industrial Medicine","Cambridge","UK","Temperate",11,11,0,NA,"Wireless telegraphy operators","NO","YES",NA,0.14,"Morse messages","Simulated Work","NER","Accuracy",NA,NA,32.2,35,11.5,15.3,2.8,33.6,NA,NA,-11.8012422360249,"Cognitive","C","Absolute"
